

Délka, síla, úhel
(179990617226.49872, 7864756942041527.0, -0.2880898764465648)

Délka, síla, úhel
(268859952500.43155, 194700463394770.84, -1.141273532707489)

Délka, síla, úhel
(296781877406.2657, 2357358855109748.5, -0.6822233273568257)

Délka, síla, úhel
(54707642606.056046, 1.4637170882673409e+22, 1.3782457441708682)

Délka, síla, úhel
(202578249396.98514, 3206361550883386.0, 1.2669511833572857)

Délka, síla, úhel
(269139966931.2885, 194295539672801.25, 1.9926097256287747)

Délka, síla, úhel
(131532977543.83836, 6197895272459736.0, 0.45083304867712853)

Délka, síla, úhel
(107982276376.09029, 5.542802734217021e+22, -3.108114725400522)

Délka, síla, úhel
(147754331076.61554, 8.891988942350946e+16, 1.9725815917790963)

Délka, síla, úhel
(296112981479.03235, 2368021060422213.5, 2.452680578500034)

Délka, síla, úhel
(134901140745.68878, 5892265291922897.0, -2.711297576783703)

Délka, síla, úhel
(148333572883.41202, 3.604458649589757e+22, 1.2259773047512301)

Délka, síla, úhel
(226640863010.19812, 1.6514431695148525e+21, 2.1322062258390035)

Délka, síla, úhel
(54666710783.12647, 1.4659098318097183e+22, -1.8427103641537308)

Délka, síla, úhel
(108024482574.0104, 5.538472328326815e+22, 0.005418842354626813)

Délka, síla, úhel
(148333552142.42978, 3.6044596575885135e+22, -1.9156154509828982)

Délka, síla, úhel
(178613213609.32974, 7986525252575821.0, 2.8447163541727294)

Délka, síla, úhel
(202894145547.45944, 3196385030680572.0, -1.8959883569081866)

Délka, síla, úhel
(150585600944.45367, 8.560762748237078e+16, -1.1762591440505636)

Délka, síla, úhel
(226640838291.88745, 1.651443529740201e+21, -1.0093863969408443)

Délka, síla, úhel
(181204746315.01624, 7759717308362465.0, -0.29764964526624604)

Délka, síla, úhel
(266489565459.05237, 198179534044120.5, -1.161811893308727)

Délka, síla, úhel
(298125234335.64734, 2336162128217987.5, -0.6965394853842676)

Délka, síla, úhel
(54666732572.65167, 1.4659086632206568e+22, 1.2988825382236044)

Délka, síla, úhel
(202844029717.21494, 3197964660887015.0, 1.232813790107328)

Délka, síla, úhel
(266793111601.95316, 197728829669197.2, 1.9720151472574)

Délka, síla, úhel
(133758747950.98848, 5993343186735911.0, 0.40939733219026536)

Délka, síla, úhel
(108024489688.94699, 5.5384715987537665e+22, -3.1361740397074276)

Délka, síla, úhel
(148837470638.6877, 8.763039961757082e+16, 1.952520654787079)

Délka, síla, úhel
(297466398522.54517, 2346521965519564.0, 2.438382986539559)

Délka, síla, úhel
(137031926835.74063, 5710445717007361.0, -2.7532668056020184)

Délka, síla, úhel
(148340477842.5125, 3.604123096399447e+22, 1.2084813100363674)

Délka, síla, úhel
(226628003211.62195, 1.6516305940940084e+21, 2.1229723235826206)

Délka, síla, úhel
(54638811020.01314, 1.467407264792968e+22, -1.9221737581787544)

Délka, síla, úhel
(108066751075.41792, 5.534140614078812e+22, -0.022618531366694394)

Délka, síla, úhel
(148340457216.5944, 3.6041240986661843e+22, -1.9331114468324206)

Délka, síla, úhel
(179827757670.99594, 7879008699750253.0, 2.835212811654638)

Délka, síla, úhel
(202976900389.5647, 3193779193113808.0, -1.930167138537763)

Délka, síla, úhel
(151658989835.59937, 8.440011458864056e+16, -1.196414149435658)

Délka, síla, úhel
(226627978488.1507, 1.6516309544559017e+21, -1.0186202991527273)

Délka, síla, úhel
(182418003828.83914, 7656841197290167.0, -0.30725949268597674)

Délka, síla, úhel
(263952686234.84692, 202007292569225.2, -1.1819522487054552)

Délka, síla, úhel
(299446642185.77234, 2315589436566628.0, -0.7108915467339725)

Délka, síla, úhel
(54638831812.26581, 1.4674061479793098e+22, 1.2194191716604235)

Délka, síla, úhel
(202970443066.5285, 3193982410801073.0, 1.1986398620980327)

Délka, síla, úhel
(264278909378.0726, 201508888960020.22, 1.9518131491333917)

Délka, síla, úhel
(135928907226.5618, 5803498619975657.0, 0.3676516616027723)

Délka, síla, úhel
(108066758647.82408, 5.534139838507127e+22, 3.1189738950296695)

Délka, síla, úhel
(149916266381.75626, 8.63737626045704e+16, 1.9324256101581967)

Délka, síla, úhel
(298797955723.93085, 2325654579251967.0, 2.4240489309477367)

Délka, síla, úhel
(139103035810.69742, 5541665655909951.0, -2.7955034757153188)

Délka, síla, úhel
(148347750880.3155, 3.6037697067349413e+22, 1.1909869885429036)

Délka, síla, úhel
(226615174082.4174, 1.6518176034780933e+21, 2.1137373753046766)

Délka, síla, úhel
(54624110512.26716, 1.4681971919644061e+22, -2.0016992585132827)

Délka, síla, úhel
(108109041955.35667, 5.5298116903442265e+22, -0.05063396886215998)

Délka, síla, úhel
(148347730374.506, 3.6037707030187397e+22, -1.950605769465651)

Délka, síla, úhel
(181041509565.97055, 7773716772676313.0, 2.8256580213342817)

Délka, síla, úhel
(202919754679.48224, 3195578293247951.5, -1.9643540348266102)

Délka, síla, úhel
(152727913621.67133, 8.322283693101602e+16, -1.2166007502010243)

Délka, síla, úhel
(226615149354.64157, 1.6518179639639453e+21, -1.0278552474038376)

Délka, síla, úhel
(183630314656.53775, 7556075368013649.0, -0.3169183868666178)

Délka, síla, úhel
(261256422899.48798, 206198388980775.34, -1.2016509886601525)

Délka, síla, úhel
(300745950674.8839, 2295624639973481.0, -0.7252783425362898)

Délka, síla, úhel
(54624130200.20995, 1.4681961336124647e+22, 1.139893697458099)

Délka, síla, úhel
(202956983442.0277, 3194406059484387.5, 1.1644526570809945)

Délka, síla, úhel
(261604379775.6143, 205650229720792.28, 1.9320471172098599)

Délka, síla, úhel
(138040379154.20227, 5627315300288515.0, 0.3256246736370257)

Délka, síla, úhel
(108109049985.1951, 5.529810868886767e+22, 3.090958458916096)

Délka, síla, úhel
(150990678135.6205, 8.514890802874077e+16, 1.9122975022469688)

Délka, síla, úhel
(300107500564.3549, 2305402474975975.0, 2.4096795950806094)

Délka, síla, úhel
(141111626142.3029, 5385027720482165.0, -2.8379810708564803)

Délka, síla, úhel
(148355389732.96854, 3.6033985984508922e+22, 1.1734944265640312)

Délka, síla, úhel
(226602376719.10013, 1.6520041814586187e+21, 2.1045013833592727)

Délka, síla, úhel
(54622709540.693344, 1.4682725060206242e+22, -2.081248254201133)

Délka, síla, úhel
(108151322007.21675, 5.525488950310083e+22, -0.0786274929112446)

Délka, síla, úhel
(148355369352.086, 3.6033995885121072e+22, -1.968098332588884)

Délka, síla, úhel
(182254392629.56705, 7670594580704856.0, 2.8160530438027993)

Délka, síla, úhel
(202722642932.10904, 3201795578483078.5, -1.998525676895495)

Délka, síla, úhel
(153792335444.67896, 8.207482587195378e+16, -1.2368179858326478)

Délka, síla, úhel
(226602351987.69733, 1.6520045420584333e+21, -1.0370912393392362)

Délka, síla, úhel
(184841605156.47968, 7457368010218601.0, -0.32662532061003946)

Délka, síla, úhel
(258408672090.10315, 210768183054936.94, -1.220863116384061)

Délka, síla, úhel
(302023015067.86584, 2276252193027368.5, -0.7396987373215778)

Délka, síla, úhel
(54622728023.00377, 1.4682715124025963e+22, 1.0603447263933878)

Délka, síla, úhel
(202803512164.8823, 3199242613548757.5, 1.1302755312073276)

Délka, síla, úhel
(258777329059.3388, 210168085566456.72, 1.912761813307208)

Délka, síla, úhel
(140090248890.92142, 5463836848540274.0, 0.2833438062063995)

Délka, síla, úhel
(108151330494.0824, 5.525488083116304e+22, 3.0629649363502023)

Délka, síla, úhel
(152060667588.90192, 8.395480716914594e+16, 1.8921373388960359)

Délka, síla, úhel
(301394886113.4596, 2285749831234203.0, 2.3952761283625357)

Délka, síla, úhel
(143055028277.2174, 5239710367669013.0, -2.8806741434546503)

Délka, síla, úhel
(148363392023.349, 3.6030098952283773e+22, 1.156003709806364)

Délka, síla, úhel
(226589612215.64468, 1.6521903118537874e+21, 2.095264350191793)

Délka, síla, úhel
(54634617692.464905, 1.4676325269329173e+22, -2.1607819225421503)

Délka, síla, úhel
(108193558110.86053, 5.521175762425182e+22, -0.10659914342017195)

Délka, síla, úhel
(148363371771.98557, 3.6030108788386433e+22, -1.9855890504948825)

Délka, síla, úhel
(183466331713.66617, 7569588705371696.0, 2.806398914241603)

Délka, síla, úhel
(202385870087.35953, 3212460106982865.0, -2.032658587991799)

Délka, síla, úhel
(154852220206.4895, 8.095514988062432e+16, -1.257064929270634)

Délka, síla, úhel
(226589587481.13446, 1.6521906725598624e+21, -1.0463282725126375)

Délka, síla, úhel
(186051803119.7552, 7360668707760229.0, -0.3363793107114389)

Délka, síla, úhel
(255418115845.47116, 215732624296030.44, -1.2395422714071318)

Délka, síla, úhel
(303277696037.8674, 2257457123870487.5, -0.7541516279373668)

Délka, síla, úhel
(54634634874.34235, 1.4676316038306288e+22, 0.9808110809997191)

Délka, síla, úhel
(202510260857.47485, 3208514848516906.0, 1.0961319291708111)

Délka, síla, úhel
(255806347109.3094, 215078296563524.47, 1.8940033541473582)

Délka, síla, úhel
(142075774528.1371, 5312188433751023.0, 0.24083534872658355)

Délka, síla, úhel
(108193567053.9736, 5.521174849681504e+22, 3.0349932874239625)

Délka, síla, úhel
(153126198238.14764, 8.279047109364565e+16, 1.871946092664527)

Délka, síla, úhel
(302659970889.52997, 2266681410113379.5, 2.3808396473879876)

Délka, síla, úhel
(144930754828.4494, 5104960996301506.0, -2.9235582845262567)

Délka, síla, úhel
(148371755261.91013, 3.602603726520683e+22, 1.1385149233619278)

Délka, síla, úhel
(226576881663.40775, 1.6523759785097072e+21, 2.0860262783388257)

Délka, síla, úhel
(54659753755.25109, 1.4662830140463916e+22, -2.240261578901105)

Délka, síla, úhel
(108235717258.2276, 5.516875467929307e+22, -0.1345489772902463)

Délka, síla, úhel
(148371735144.43372, 3.6026047034628256e+22, -2.00307783809089)

Délka, síla, úhel
(184677253147.9835, 7470647163561852.0, 2.796696643089349)

Délka, síla, úhel
(201910111013.01773, 3227616927674262.0, -2.066729193446086)

Délka, síla, úhel
(155907534520.2088, 7.986291291087712e+16, -1.2773406858105343)

Délka, síla, úhel
(226576856926.17276, 1.652376339316328e+21, -1.0555663443865018)

Délka, síla, úhel
(187260837734.43277, 7265928402819866.0, -0.34617939732808534)

Délka, síla, úhel
(252294214537.04065, 221108092026847.8, -1.2576407681566675)

Délka, síla, úhel
(304509859530.16235, 2239225013837069.2, -0.7686359424995625)

Délka, síla, úhel
(54659769549.155174, 1.4662821666835092e+22, 0.9013314457605371)

Délka, síla, úhel
(202077831149.0025, 3222261449556417.5, 1.0620453740534708)

Délka, síla, úhel
(252700800382.5954, 220397155630375.66, 1.8758191752965505)

Délka, síla, úhel
(143994397312.15018, 5171569287322825.0, 0.19812447955704665)

Délka, síla, úhel
(108235726656.42706, 5.5168745098594444e+22, 3.0070434552342418)

Délka, síla, úhel
(154187235337.41913, 8.165494890394248e+16, 1.851724702006819)

Délka, síla, úhel
(303902618721.95807, 2248182536473593.2, 2.3663712369885483)

Délka, síla, úhel
(146736509116.96, 4980089761871818.0, -2.9666101033483647)

Délka, síla, úhel
(148380476847.56757, 3.6021802274966162e+22, 1.1210281516804166)

Délka, síla, úhel
(226564186151.05188, 1.6525611653016e+21, 2.07678717042806)

Délka, síla, úhel
(54697946611.8313, 1.464236063885197e+22, -2.3196490240616265)

Délka, síla, úhel
(108277766578.61119, 5.512591378464091e+22, -0.16247706827386396)

Délka, síla, úhel
(148380456868.12534, 3.6021811975644825e+22, -2.0205646109263764)

Délka, síla, úhel
(185887084702.72733, 7373719371101318.0, 2.7869472166922478)

Délka, síla, úhel
(201296406755.50592, 3247327381294140.0, -2.1007138292144756)

Délka, síla, úhel
(156958246661.9215, 7.879725285834192e+16, -1.2976443920478586)

Délka, síla, úhel
(226564161411.36047, 1.6525615262047118e+21, -1.0648054523321482)

Délka, síla, úhel
(188468639551.0919, 7173099360589106.0, -0.3560246433642764)

Délka, síla, úhel
(249047196197.13168, 226911186540606.4, -1.2751096536053772)

Délka, síla, úhel
(305719376628.2082, 2221541977918630.8, -0.7831506393762759)

Délka, síla, úhel
(54697960938.140564, 1.4642352968695504e+22, 0.821944019757307)

Délka, síla, úhel
(201507191123.43842, 3240537272749658.5, 1.0280394584313246)

Délka, síla, úhel
(249470821276.27576, 226141207478843.44, 1.858257976795499)

Délka, síla, úhel
(145843750257.0068, 5041245993020096.0, 0.15523529288397417)

Délka, síla, úhel
(108277776430.34944, 5.512590375329251e+22, 2.9791153660267957)

Délka, síla, úhel
(155243745848.33514, 8.054732606686758e+16, 1.8314740724042056)

Délka, síla, úhel
(305122698615.96576, 2230239078018731.2, 2.3518719512665487)

Délka, síla, úhel
(148470191858.1025, 4864464037011136.0, -3.009807214786429)

Délka, síla, úhel
(148389554068.62518, 3.601739538981414e+22, 1.1035434785417266)

Délka, síla, úhel
(226551526764.47064, 1.652745856134995e+21, 2.067547029178168)

Délka, síla, úhel
(54748937115.10093, 1.4615098971542528e+22, -2.3989068829911533)

Délka, síla, úhel
(108319673363.5904, 5.508326773765962e+22, -0.19038350681861965)

Délka, síla, úhel
(148389534231.1492, 3.6017405019796034e+22, -2.0380492852205103)

Délka, síla, úhel
(187095755552.59268, 7278756106828150.0, 2.7771515979379036)

Délka, síla, úhel
(200546157645.8933, 3271669524256688.5, -2.1345887474562883)

Délka, síla, úhel
(158004326522.77197, 7.775734009248576e+16, -1.3179752148635953)

Délka, síla, úhel
(226551502022.5, 1.652746217131866e+21, -1.0740455936298852)

Délka, síla, úhel
(189675140449.5831, 7082135134518595.0, -0.36591413387226823)

Délka, síla, úhel
(245688042598.4289, 233158460826163.66, -1.2918987883291333)

Délka, síla, úhel
(306906123421.8789, 2204394646026692.5, -0.7976947062029164)

Délka, síla, úhel
(54748949902.6819, 1.461509214431607e+22, 0.74268617790616)

Délka, síla, úhel
(200799668611.19873, 3263413728410090.0, 0.9941378382886574)

Délka, síla, úhel
(246127294252.09442, 232326989842857.2, 1.8413696462978675)

Délka, síla, úhel
(147621664935.92422, 4920546475457849.0, 0.11219081725096541)

Délka, síla, úhel
(108319683666.92877, 5.508325725864969e+22, 2.951208929352173)

Délka, síla, úhel
(156295698390.54404, 7.946672282732954e+16, 1.8111950774518608)

Délka, síla, úhel
(306320084619.55743, 2212837426178640.2, 2.3373428145967265)

Délka, síla, úhel
(150129905844.797, 4757503451427562.0, -3.0531282322744544)

Délka, síla, úhel
(148398984103.74072, 3.6012818073952547e+22, 1.0860609870287778)

Délka, síla, úhel
(226538904586.71432, 1.6529300349469165e+21, 2.058305857398664)

Délka, síla, úhel
(54812380901.70842, 1.4581285421403905e+22, -2.4779989291750675)

Délka, síla, úhel
(108361405091.60258, 5.504084899441407e+22, -0.2182683998999267)

Délka, síla, úhel
(148398964411.95468, 3.601282763138791e+22, -2.0555317778893456)

Délka, síla, úhel
(188303196242.03967, 7185709477187249.0, 2.767310726872896)

Délka, síla, úhel
(199661113452.177, 3300738677618806.5, -2.1683301176356475)

Délka, síla, úhel
(159045745561.36853, 7.674237605967842e+16, -1.338332350448686)

Délka, síla, úhel
(226538879842.57355, 1.6529303960358006e+21, -1.0832867654691622)

Délka, síla, úhel
(190880273606.96738, 6992990532162779.0, -0.37584697546892853)

Délka, síla, úhel
(242228472458.84406, 239866080921950.7, -1.3079569564578373)

Délka, síla, úhel
(308069980877.8515, 2187770145024519.8, -0.8122671589272359)

Délka, síla, úhel
(54812392088.38792, 1.458127946960564e+22, 0.6635941466249691)

Délka, síla, úhel
(199956941509.7773, 3290979288475505.0, 0.9603642312493241)

Délka, síla, úhel
(242681839106.12827, 238970705288891.9, 1.8252051544171566)

Délka, síla, úhel
(149326176294.97302, 4808854615986590.0, 0.0690130278116143)

Délka, síla, úhel
(108361415844.20807, 5.504083807110709e+22, 2.9233240382331043)

Délka, síla, úhel
(157343063192.6021, 7.841229269860422e+16, 1.790888559903349)

Délka, síla, úhel
(307494655692.67926, 2195964477774192.0, 2.3227848225972547)

Délka, síla, úhel
(151713958538.6324, 4658675451005852.0, -3.09655276459682)

Délka, síla, úhel
(148408764022.9293, 3.600807184689483e+22, 1.0685807595006287)

Délka, síla, úhel
(226526320697.9158, 1.6531136857070714e+21, 2.049063657989748)

Délka, síla, úhel
(54887852082.56738, 1.4541214250364322e+22, -2.556890389162515)

Délka, síla, úhel
(108402929452.1418, 5.499868964824577e+22, -0.24613187084256843)

Délka, síla, úhel
(148408744480.35733, 3.60080813300339e+22, -2.0730120065727147)

Délka, síla, úhel
(189509338651.80527, 7094532881386817.0, 2.757425521304339)

Délka, síla, úhel
(198643360845.7913, 3334648103874457.5, -2.2019140217031232)

Délka, síla, úhel
(160082476756.4974, 7.57515919535366e+16, -1.3587150233655099)

Délka, síla, úhel
(226526295951.66916, 1.653114046886872e+21, -1.0925289649487404)

Délka, síla, úhel
(192083973466.58707, 6905621581646659.0, -0.38582229576784366)

Délka, síla, úhel
(238680922127.87598, 247049401559285.75, -1.3232320113011922)

Délka, síla, úhel
(309210834712.12976, 2171656081500167.5, -0.8268670408830658)

Délka, síla, úhel
(54887861615.502975, 1.4541209199322335e+22, 0.5847026992883332)

Délka, síla, úhel
(198981025395.86688, 3323340120487543.5, 0.9267424205655751)

Délka, síla, úhel
(239146791752.48694, 246087810497042.03, 1.8098164157049832)

Délka, síla, úhel
(150955525392.38315, 4705605431025383.0, 0.025722854220656392)

Délka, síla, úhel
(108402940651.28497, 5.499867828438119e+22, 2.895460569342959)

Délka, síla, úhel
(158385812043.23972, 7.73832210258825e+16, 1.7705553326748034)

Délka, síla, úhel
(308646295578.5634, 2179607617437194.5, 2.3081989430714147)

Délka, síla, úhel
(153220862539.20947, 4567491321494678.0, -3.1400614147944492)

Délka, síla, úhel
(148418890788.60583, 3.600315828280514e+22, 1.0511028775658997)

Délka, síla, úhel
(226513776175.2165, 1.6532967924190405e+21, 2.0398204339421238)

Délka, síla, úhel
(54974847730.91495, 1.4495228804719066e+22, -2.635548222616771)

Délka, síla, úhel
(108444214369.56976, 5.495682140917002e+22, -0.2739740591316003)

Délka, síla, úhel
(148418871398.58185, 3.600316768999361e+22, -2.090489889660811)

Délka, síla, úhel
(190714115966.5997, 7005180977148403.0, 2.7474968773856703)

Délka, síla, úhel
(197495308517.73468, 3373529814693566.5, -2.2353164420053457)

Délka, síla, úhel
(161114494560.1366, 7.478424744902286e+16, -1.3791224856445436)

Délka, síla, úhel
(226513751426.90598, 1.65329715368898e+21, -1.1017721890768812)

Délka, síla, úhel
(193286175708.2235, 6819985498775814.0, -0.39583924282659966)

Délka, síla, úhel
(235058524049.4951, 254722442567789.06, -1.337671064862517)

Délka, síla, úhel
(310328575264.69586, 2156040525253859.8, -0.8414934218915291)

Délka, síla, úhel
(54974855566.86089, 1.4495224672509164e+22, 0.506044876177603)

Délka, síla, úhel
(197874258759.35526, 3360620851087027.0, 0.8932962662125158)

Délka, síla, úhel
(235535182833.14664, 253692508677558.72, 1.7952561072704551)

Délka, síla, úhel
(152508160026.4483, 4610280753908710.0, -0.017659814099126335)

Délka, síla, úhel
(108444226012.12384, 5.495680960886022e+22, 2.867618383194846)

Délka, síla, úhel
(159423918242.9993, 7.637872361921846e+16, 1.7501961798107877)

Délka, síla, úhel
(309774892677.247, 2163754700757741.2, 2.2935861169211558)

Délka, síla, úhel
(154649333958.80792, 4483502627633882.0, 3.0995495274703053)

Délka, síla, úhel
(148429361256.6638, 3.5998079009815834e+22, 1.033627422056512)

Délka, síla, úhel
(226501272092.69183, 1.6534793391214777e+21, 2.030576188336806)

Délka, síla, úhel
(55072793074.04709, 1.4443715976085648e+22, -2.7139413739452514)

Délka, síla, úhel
(108485228026.52682, 5.491527558409083e+22, -0.3017951202130184)

Délka, síla, úhel
(148429342022.3423, 3.5998088339489613e+22, -2.107965346320466)

Délka, síla, úhel
(191917462643.94086, 6917609647077107.0, 2.737525670186935)

Délka, síla, úhel
(196219670335.53806, 3417535513006872.0, -2.268513240681871)

Délka, síla, úhel
(162141774850.76038, 7.383962949697142e+16, -1.3995540159144613)

Délka, síla, úhel
(226501247342.35913, 1.6534797004807767e+21, -1.1110164347715559)

Délka, síla, úhel
(194486817219.2979, 6736040654806646.0, -0.4058969846089484)

Délka, síla, úhel
(231375083188.26666, 262897250745928.94, -1.3512207309762796)

Délka, síla, úhel
(311423097376.2828, 2140911993473532.5, -0.8561453973885657)

Délka, síla, úhel
(55072799179.51562, 1.4443712773573707e+22, 0.42765173285084845)

Délka, síla, úhel
(196639286245.9373, 3402965462289849.5, 0.8600497243245189)

Délka, síla, úhel
(231860714362.43628, 261797129945758.0, 1.781577435539431)

Délka, síla, úhel
(153982733272.36487, 4522405367066244.0, -0.061116123774149274)

Délka, síla, úhel
(108485240108.96812, 5.491526335181746e+22, 2.839797324340953)

Délka, síla, úhel
(160457356556.2323, 7.539804545223562e+16, 1.7298118574137336)

Délka, síla, úhel
(310880339921.25476, 2148394038132445.5, 2.278947259033734)

Délka, síla, úhel
(155998288781.89377, 4406298023661593.0, 3.0559268582947934)

Délka, síla, úhel
(148440172177.59113, 3.599283570932299e+22, 1.0161544730017502)

Délka, síla, úhel
(226488809521.2762, 1.653661309889322e+21, 2.0213309243449)

Délka, síla, úhel
(55181047283.78503, 1.4387100184733806e+22, -2.7920409924588427)

Délka, síla, úhel
(108525938886.9316, 5.487408305782711e+22, -0.3295952252846104)

Délka, síla, úhel
(148440153101.95862, 3.599284496000263e+22, -2.1254382965210943)

Délka, síla, úhel
(193119314384.08084, 6831775965673729.0, 2.727512754249844)

Délka, síla, úhel
(194819446975.09818, 3466837672983122.0, -2.3014801294337977)

Délka, síla, úhel
(163164294886.92944, 7.291705117589586e+16, -1.420008918564037)

Délka, síla, úhel
(226488784768.98343, 1.653661671336898e+21, -1.1202616988606706)

Délka, síla, úhel
(195685836067.07318, 6653746544890015.0, -0.4159947084615603)

Délka, síla, úhel
(227645051447.31415, 271583131842576.34, -1.3638274333507112)

Délka, síla, úhel
(312494300267.26685, 2126259435573138.5, -0.8708220875776482)

Délka, síla, úhel
(55181051635.10496, 1.4387097915734886e+22, 0.34955211998313374)

Délka, síla, úhel
(195279040338.45065, 3450538324020567.0, 0.8270268760843786)

Délka, síla, úhel
(228137734461.77896, 270411384298473.97, 1.7688338401074248)

Délka, síla, úhel
(155378100001.45416, 4441543536781327.5, -0.10462825305061574)

Délka, síla, úhel
(108525951405.34128, 5.487407039843635e+22, 2.811997221581697)

Délka, síla, úhel
(161486103163.44485, 7.444045942314866e+16, 1.7094030945387524)

Délka, síla, úhel
(311962534653.44165, 2133514379287749.8, 2.2642832591425637)

Délka, síla, úhel
(157266837335.40393, 4335500395869319.0, 3.0122723054289717)

Délka, síla, úhel
(148451320197.62177, 3.5987430115261188e+22, 0.9986841096026607)

Délka, síla, úhel
(226476389528.687, 1.6538426888350256e+21, 2.0120846452273704)

Délka, síla, úhel
(55298909753.35206, 1.4325837057356273e+22, -2.8698206189348574)

Délka, síla, úhel
(108566315718.55838, 5.483327427494294e+22, -0.35737456107739707)

Délka, síla, úhel
(148451301283.50867, 3.5987439285546135e+22, -2.142908661060304)

Délka, síla, úhel
(194319608100.98087, 6747638167006310.0, 2.7174589641278994)

Délka, síla, úhel
(193297906490.4907, 3521630761390064.5, -2.3341926286818264)

Délka, síla, úhel
(164182033261.16226, 7.2015850598107784e+16, -1.4404865229343027)

Délka, síla, úhel
(226476364774.53604, 1.653843050369209e+21, -1.1295079780823094)

Délka, síla, úhel
(196883171471.81638, 6573063757197942.0, -0.42613162060505916)

Délka, síla, úhel
(223883499898.04675, 280785738344620.4, -1.375437791263124)

Délka, síla, úhel
(313542087418.6803, 2112072218669187.5, -0.8855226366066132)

Délka, síla, úhel
(55298912336.62908, 1.4325835718899391e+22, 0.2717724968028054)

Délka, síla, úhel
(193796721936.72336, 3503525366416812.5, 0.7942519670427199)

Délka, síla, úhel
(224381210037.12024, 279541472694635.38, 1.7570786221573431)

Délka, síla, úhel
(156693311503.3893, 4367295907838148.5, -0.14817940600314922)

Délka, síla, úhel
(108566328668.6252, 5.483326119363989e+22, 2.7842178881842825)

Délka, síla, úhel
(162510135613.98468, 7.350526517484976e+16, 1.6889705940555106)

Délka, síla, úhel
(313021378506.99347, 2119104898453357.5, 2.2495949826633876)

Délka, síla, úhel
(158454277034.85776, 4270764302238289.5, 2.96860130494961)

Délka, síla, úhel
(148462801859.922, 3.5981864013357994e+22, 0.9812164102067953)

Délka, síla, úhel
(226464013179.34753, 1.6540234601097994e+21, 2.002837354334789)

Délka, síla, úhel
(55425626744.71243, 1.4260406969182697e+22, -2.9472563373908787)

Délka, síla, úhel
(108606327615.18225, 5.479287922237295e+22, -0.3851333296280752)

Délka, síla, úhel
(148462783110.01498, 3.5981873101920564e+22, -2.1603763615891687)

Délka, síla, úhel
(195518281894.29282, 6665155613054562.0, 2.70736511491188)

Délka, síla, úhel
(191658564300.30524, 3582132603495486.5, -2.3666260152668626)

Délka, síla, úhel
(165194969854.08667, 7.113538986733856e+16, -1.4609861825394959)

Délka, síla, úhel
(226463988423.49796, 1.654023821728072e+21, -1.1387552690849925)

Délka, síla, úhel
(198078763780.88232, 6493953942740069.0, -0.43630694563903216)

Délka, síla, úhel
(220106088383.85645, 290506001426952.5, -1.3859990968956801)

Délka, síla, úhel
(314566366455.3503, 2098340113671746.2, -0.9002462117675725)

Délka, síla, úhel
(55425627555.69693, 1.4260406551867841e+22, 0.19433677931658533)

Délka, síla, úhel
(192195780311.7285, 3562135395204280.0, 0.7617494577099465)

Délka, síla, úhel
(220606696999.30392, 289189044128133.06, 1.7463644836320629)

Délka, síla, úhel
(157927608371.96317, 4299296720054762.0, -0.19175380448166385)

Délka, síla, úhel
(108606340992.20688, 5.479286572471448e+22, 2.756459122110262)

Délka, síla, úhel
(163529432779.06302, 7.259178797098803e+16, 1.6685150334787755)

Délka, síla, úhel
(314056777287.58875, 2105155180161613.8, 2.2348832715068214)

Délka, síla, úhel
(159560083602.30545, 4211773678197669.0, 2.924928317065828)

Délka, síla, úhel
(148474613605.8115, 3.5976139240368568e+22, 0.9637514522833078)

Délka, síla, úhel
(226451681534.30865, 1.654203607904882e+21, 1.9935890551070692)

Délka, síla, úhel
(55560398290.40492, 1.4191308611419963e+22, -3.024326891778961)

Délka, síla, úhel
(108645944018.2835, 5.4752927412831245e+22, -0.41287174804285964)

Délka, síla, úhel
(148474595022.66586, 3.597614824594796e+22, -2.1778413206371385)

Délka, síla, úhel
(196715275022.30545, 6584288762737341.0, 2.697232002740991)

Délka, síla, úhel
(189905163071.5474, 3648585895941741.0, -2.3987552579789315)

Délka, síla, úhel
(166203085788.87057, 7.027505408521176e+16, -1.4815072743154154)

Délka, síla, úhel
(226451656776.99387, 1.6542039696036415e+21, -1.1480035684279504)

Délka, síla, úhel
(199272554443.68143, 6416379785873711.0, -0.44651992606070123)

Délka, síla, úhel
(216329031757.68088, 300738900314630.6, -1.3954598991125748)

Délka, síla, úhel
(315567049031.1704, 2085053281967018.2, -0.9149920027189122)

Délka, síla, úhel
(55560397334.27497, 1.4191309099851867e+22, 0.11726622361405215)

Délka, síla, úhel
(190479892912.88568, 3626601552881301.5, 0.7295440861309829)

Délka, síla, úhel
(216830307330.5231, 299349991094411.44, 1.7367429624633814)

Délka, síla, úhel
