
(206417133419.15128, 3088208645928271.5, -0.0966454882186145)

Délka, síla, úhel
(41703696168.22521, 1.1161697759339378e+18, 0.032400537797283684)

Délka, síla, úhel
(227961423943.97986, 1.6323652517498936e+21, -0.027376746328543252)

Délka, síla, úhel
(78822689647.02719, 4.100931713615885e+16, 0.0513443330331687)

Délka, síla, úhel
(284593717499.57806, 173767520017504.0, -0.06484518203995782)

Délka, síla, úhel
(120256759954.52109, 1.4357587033478788e+16, 0.023515427167800335)

Délka, síla, úhel
(57430696687.63396, 1.3282045872822035e+22, 2.927504245450264)

Délka, síla, úhel
(206504753967.2773, 3085588530672580.0, 3.0324832978314076)

Délka, síla, úhel
(284659947144.71313, 173686671113414.2, 3.069441212892597)

Délka, síla, úhel
(165147423531.97144, 3931605475154130.0, 3.0124445877814305)

Délka, síla, úhel
(108033706285.05197, 5.537526640368054e+22, -0.08403277119358186)

Délka, síla, úhel
(41522556172.56914, 1.1259294831117521e+18, 3.1122624116237723)

Délka, síla, úhel
(120149582389.16234, 1.4383213382374306e+16, -3.135363548540011)

Délka, síla, úhel
(164537611277.4057, 3960802253755416.0, -0.1539909986353341)

Délka, síla, úhel
(149511389940.81723, 3.547892112988294e+22, 3.0727449693596536)

Délka, síla, úhel
(227951601450.9989, 1.6325059328556893e+21, 3.1050887671575054)

Délka, síla, úhel
(57268249139.168396, 1.3357504648186174e+22, -0.28624127114124037)

Délka, síla, úhel
(107991403066.38065, 5.541865894712986e+22, 3.0295050112192765)

Délka, síla, úhel
(149511388453.95502, 3.5478921835545144e+22, -0.06884768460535395)

Délka, síla, úhel
(78667127249.3994, 4.117166742364043e+16, -3.1165972539256566)

Délka, síla, úhel
(205802717012.18375, 3106675636698220.5, -0.1289020264244609)

Délka, síla, úhel
(41881888479.01615, 1.1066921821508127e+18, 0.04284280171703793)

Délka, síla, úhel
(227951599963.1002, 1.6325059541672615e+21, -0.0365038864673263)

Délka, síla, úhel
(78993989024.57748, 4.083165162440459e+16, 0.05739967211435694)

Délka, síla, úhel
(283796405814.0094, 174745273728734.6, -0.08639772912156453)

Délka, síla, úhel
(120544662893.3656, 1.428908702411584e+16, 0.031195989487624674)

Délka, síla, úhel
(57268250578.93454, 1.3357503976551104e+22, 2.8553513890049387)

Délka, síla, úhel
(205929086235.53625, 3102863958242095.0, 3.000196706142837)

Délka, síla, úhel
(283888409511.57874, 174632027780019.7, 3.047871610599837)

Délka, síla, úhel
(164692605145.11047, 3953350660088282.0, 2.9692160343340284)

Délka, síla, úhel
(107991401583.33318, 5.541866046926034e+22, -0.1120876434846631)

Délka, síla, úhel
(41629273987.0564, 1.1201641785734636e+18, 3.1230508036366675)

Délka, síla, úhel
(120402431988.41788, 1.4322866245150024e+16, -3.127627471960651)

Délka, síla, úhel
(163959772736.1703, 3988769323533203.5, -0.1972485403541572)

Délka, síla, úhel
(149489247238.74765, 3.5489432352291897e+22, 3.055520292494527)

Délka, síla, úhel
(227941696423.69754, 1.6326478144632754e+21, 3.09596083683086)

Délka, síla, úhel
(57103356933.84463, 1.3434758545943478e+22, -0.35880846309037645)

Délka, síla, úhel
(107949184082.69931, 5.546201595830845e+22, 3.0014281682316737)

Délka, síla, úhel
(149489245454.46082, 3.5489433199487656e+22, -0.08607236165902399)

Délka, síla, úhel
(78806766537.02489, 4.10258908865187e+16, -3.1104579782241903)

Délka, síla, úhel
(205059637846.1475, 3129231890651374.5, -0.16115415168691283)

Délka, síla, úhel
(42104420514.502304, 1.0950248250929846e+18, 0.05299159801939313)

Délka, síla, úhel
(227941694637.4623, 1.6326478400513368e+21, -0.045631816811880714)

Délka, síla, úhel
(79193047474.04286, 4.062664195611938e+16, 0.0633692080906938)

Délka, síla, úhel
(282815231681.5445, 175959868555706.12, -0.10787704999586552)

Délka, síla, úhel
(120904632133.9343, 1.420412791793564e+16, 0.03874570448338352)

Délka, síla, úhel
(57103358629.47859, 1.3434757748076835e+22, 2.782784200337532)

Délka, síla, úhel
(205224727364.53177, 3124199401574670.5, 2.967909338892035)

Délka, síla, úhel
(282932848558.569, 175813603824465.34, 3.0263714635010386)

Délka, síla, úhel
(164160987221.33414, 3978997132205821.5, 2.9259056711554723)

Délka, síla, úhel
(107949182305.57864, 5.546201778440278e+22, -0.140164487031326)

Délka, síla, úhel
(41781112582.89231, 1.1120372958604698e+18, 3.133654065906031)

Délka, síla, úhel
(120727640515.15039, 1.42458061020593e+16, -3.120007517486087)

Délka, síla, úhel
(163304507063.26862, 4020843728037174.0, -0.24057758430342843)

Délka, síla, úhel
(149467121647.08548, 3.54999401187924e+22, 3.038290512376906)

Délka, síla, úhel
(227931710875.15155, 1.6327908681968425e+21, 3.0868321096829963)

Délka, síla, úhel
(56936877631.853004, 1.3513437924227692e+22, -0.4317987431634212)

Délka, síla, úhel
(107907083862.02287, 5.550530169124257e+22, 2.9733293820171665)

Délka, síla, úhel
(149467119565.2859, 3.549994110768898e+22, -0.1033021420033042)

Délka, síla, úhel
(78974367201.89177, 4.085194405567784e+16, -3.104389728858203)

Délka, síla, úhel
(204187424970.03033, 3156022823014750.0, -0.19338538183170237)

Délka, síla, úhel
(42370679796.428, 1.0813056950147968e+18, 0.06278310797876707)

Délka, síla, úhel
(227931708790.07162, 1.6327908980698204e+21, -0.054760543981327986)

Délka, síla, úhel
(79419666648.91318, 4.039512145298035e+16, 0.06924021134028065)

Délka, síla, úhel
(281650458271.1714, 177418251919821.22, -0.12925627345820065)

Délka, síla, úhel
(121336025071.44576, 1.4103305962874784e+16, 0.04613469882077607)

Délka, síla, úhel
(56936879564.220726, 1.3513437006968755e+22, 2.709793924186437)

Délka, síla, úhel
(204391155533.3172, 3149734313556487.5, 2.935637506537791)

Délka, síla, úhel
(281793468171.0405, 177238218448280.84, 3.004967535530042)

Délka, síla, úhel
(163552121208.87082, 4008678014676024.0, 2.8825191271334076)

Délka, síla, úhel
(107907081792.28346, 5.550530382050989e+22, -0.16826327391754373)

Délka, síla, úhel
(41977677925.346344, 1.1016471923170483e+18, -3.13918247007364)

Délka, síla, úhel
(121124636493.01152, 1.4152575531329912e+16, -3.1125340581965895)

Délka, síla, úhel
(162571439643.9975, 4057187074558883.5, -0.2839716592792905)

Délka, síla, úhel
(149445019769.78247, 3.5510441282920165e+22, 3.0210556312260177)

Délka, síla, úhel
(227921645635.9901, 1.632935082612488e+21, 3.0777025791595802)

Délka, síla, úhel
(56769693519.58567, 1.3593148017752419e+22, -0.5052187921480311)

Délka, síla, úhel
(107865135719.36688, 5.554848148308096e+22, 2.945208697996483)

Délka, síla, úhel
(149445017390.34177, 3.55104424137038e+22, -0.12053702341898584)

Délka, síla, úhel
(79169764144.9532, 4.065054154909553e+16, -3.0984056433661142)

Délka, síla, úhel
(203185773392.76614, 3187216220152795.5, -0.22557813249460626)

Délka, síla, úhel
(42679927649.543526, 1.065692734753275e+18, 0.07215775883145722)

Délka, síla, úhel
(227921643251.4378, 1.6329351167805384e+21, -0.06389007452992733)

Délka, síla, úhel
(79673619677.1037, 4.013801968053261e+16, 0.07500035495708485)

Délka, síla, úhel
(280302778589.5484, 179128386733024.47, -0.1505072157452776)

Délka, síla, úhel
(121838054865.2698, 1.3987320973458924e+16, 0.05333423160839937)

Délka, síla, úhel
(56769695665.954216, 1.3593146989883433e+22, 2.6363738797453666)

Délka, síla, úhel
(203428012297.34717, 3179630164781254.0, 2.90339859409203)

Délka, síla, úhel
(280470899693.3626, 178913703240203.66, 2.9836878872441437)

Délka, síla, úhel
(162865601635.99503, 4042544419286348.5, 2.839062740487513)

Délka, síla, úhel
(107865133358.71637, 5.554848391446075e+22, -0.19638395872261502)

Délka, síla, úhel
(42218434552.53459, 1.0891184184521256e+18, -3.1291544114621037)

Délka, síla, úhel
(121592701095.12286, 1.4043826081844252e+16, -3.1052364293110255)

Délka, síla, úhel
(161760252535.60504, 4097980655368379.5, -0.3274235139604394)

Délka, síla, úhel
(149422948213.5156, 3.5520932691346534e+22, 3.0038156528038638)

Délka, síla, úhel
(227911501544.2491, 1.6330804461576355e+21, 3.0685722387718917)

Délka, síla, úhel
(56602706354.24405, 1.3673470308360888e+22, -0.5790730849175177)

Délka, síla, úhel
(107823372918.09088, 5.559152056452888e+22, 2.917066179151033)

Délka, síla, úhel
(149422945536.261, 3.5520933964224425e+22, -0.13777700214402283)

Délka, síla, úhel
(79392762536.9621, 4.042250377293406e+16, -3.092518510494918)

Délka, síla, úhel
(202054565105.27975, 3223003561886207.0, -0.2577136041462648)

Délka, síla, úhel
(43031310331.0085, 1.0483594455187937e+18, 0.0810607711454845)

Délka, síla, úhel
(227911498859.47406, 1.6330804846326896e+21, -0.07302041494626817)

Délka, síla, úhel
(79954652326.86906, 3.9856353273507576e+16, 0.08063775845491054)

Délka, síla, úhel
(278773351548.1718, 181099273241935.6, -0.17160024885460307)

Délka, síla, úhel
(122409797284.14816, 1.3856964275306174e+16, 0.06031687724505199)

Délka, síla, úhel
(56602708688.34067, 1.3673469180669266e+22, 2.5625195921159634)

Délka, síla, úhel
(202335123438.0448, 3214071710811465.0, 2.8712111725339424)

Délka, síla, úhel
(278966237811.49, 180848924052913.22, 2.9625620071921728)

Délka, síla, úhel
(162101077169.32068, 4080766402677713.5, 2.795543609377177)

Délka, síla, úhel
(107823370268.4858, 5.55915232966931e+22, -0.2245264784650348)

Délka, síla, úhel
(42502714227.302345, 1.0745979904268887e+18, -3.1195094065946583)

Délka, síla, úhel
(122130974475.82693, 1.392030689609794e+16, -3.09814273499525)

Délka, síla, úhel
(160870696195.93442, 4143426638792624.0, -0.37092506637555667)

Délka, síla, úhel
(149400913585.28488, 3.5531411185027057e+22, 2.9865705824196365)

Délka, síla, úhel
(227901279445.26627, 1.6332269471723448e+21, 3.0594410820976163)

Délka, síla, úhel
(56436832850.277985, 1.3753963821334778e+22, -0.6533637647033548)

Délka, síla, úhel
(107781828643.35751, 5.563438408855658e+22, 2.888901906065293)

Délka, síla, úhel
(149400910609.99515, 3.553141260022919e+22, -0.1550220728691119)

Délka, síla, úhel
(79643138843.43896, 4.016874861551364e+16, -3.086740721863211)

Délka, síla, úhel
(200793891246.05026, 3263601524999528.0, -0.2897716668794903)

Délka, síla, úhel
(43423871280.18417, 1.0294903424077763e+18, 0.08944257469196648)

Délka, síla, úhel
(227901276459.39252, 1.6332269899681515e+21, -0.08215157165247813)

Délka, síla, úhel
(80262484284.49141, 3.955121615985112e+16, 0.08614102707714248)

Délka, síla, úhel
(277063840009.57825, 183340968887422.38, -0.19250417081727442)

Délka, síla, úhel
(123050198529.6997, 1.371310550281715e+16, 0.06705668562350471)

Délka, síla, úhel
(56436835342.38145, 1.3753962606656458e+22, 2.488228918034995)

Délka, síla, úhel
(201112520960.0564, 3253268437275025.5, 2.8390951122452575)

Délka, síla, úhel
(277281078419.17065, 183053801089024.7, 2.9416209413634213)

Délka, síla, úhel
(161258262256.89056, 4123534054348232.0, 2.751969641277437)

Délka, síla, úhel
(107781825706.99876, 5.563438711991203e+22, -0.2526907525601041)

Délka, síla, úhel
(42829726293.017586, 1.058251167065379e+18, -3.110305291551801)

Délka, síla, úhel
(122738463152.89047, 1.3782851998246198e+16, -3.091279676704375)

Délka, síla, úhel
(159902601682.33362, 4193749411493992.0, -0.41446735475931484)

Délka, síla, úhel
(149378922489.9813, 3.5541873600371536e+22, 2.969320426933249)

Délka, síla, úhel
(227890980191.5725, 1.6333745738906725e+21, 3.0503091027816116)

Délka, síla, úhel
(56272999739.41483, 1.3834166934600168e+22, -0.7280905257541341)

Délka, síla, úhel
(107740535975.48737, 5.5677037159732426e+22, 2.8607159769552117)

Délka, síla, úhel
(149378919216.38333, 3.554187515815234e+22, -0.17227222873415526)

Délka, síla, úhel
(79920641976.91728, 3.989028235397294e+16, -3.0810842276461634)

Délka, síla, úhel
(199404075253.2898, 3309253676534226.5, -0.32173074283186565)

Délka, síla, úhel
(43856564111.13618, 1.0092764629385283e+18, 0.09725909064671104)

Délka, síla, úhel
(227890976903.59723, 1.633374621022817e+21, -0.09128355100344794)

Délka, síla, úhel
(80596810529.29616, 3.922376935167107e+16, 0.0914992864597695)

Délka, síla, úhel
(275176450527.23596, 185864604298343.38, -0.21318607897748842)

Délka, síla, úhel
(123758083883.4241, 1.3556678645418862e+16, 0.07352931784329812)

Délka, síla, úhel
(56273002356.48142, 1.3834165647839777e+22, 2.4135021632151545)

Délka, síla, úhel
(199760466078.92316, 3297456191218290.0, 2.80707169858478)

Délka, síla, úhel
(275417558183.08655, 185539325373152.38, 2.9208974196940454)

Délka, síla, úhel
(160336949257.09653, 4171058726139406.5, 2.7083496008174404)

Délka, síla, úhel
(107740532754.81566, 5.567704048842324e+22, -0.2808766827915182)

Délka, síla, úhel
(43198569378.50311, 1.0402569484385737e+18, -3.101594900739976)

Délka, síla, úhel
(123414048291.09174, 1.3632366637383062e+16, -3.084672405254352)

Délka, síla, úhel
(158855893199.08438, 4249197084726602.0, -0.4580404900998164)

Délka, síla, úhel
(149356981527.93652, 3.5552316770430004e+22, 2.9520651947579784)

Délka, síla, úhel
(227880604642.7819, 1.6335233144420568e+21, 3.041176294536664)

Délka, síla, úhel
(56112138413.380516, 1.3913599739871738e+22, -0.8032505072767299)

Délka, síla, úhel
(107699527863.21225, 5.571944486417684e+22, 2.8325085076823617)

Délka, síla, úhel
(149356977955.70288, 3.5552318471069445e+22, -0.18952746132561307)

Délka, síla, úhel
(80224994562.9822, 3.958818993692557e+16, -3.0755604966231274)

Délka, síla, úhel
(197885696819.79608, 3360232365470143.5, -0.35356768612279377)

Délka, síla, úhel
(44328265978.84911, 9.879111067442446e+17, 0.10447188367619417)

Délka, síla, úhel
(227880601051.5751, 1.6335233659279667e+21, -0.10041635928607467)

Délka, síla, úhel
(80957302790.97089, 3.887523047117921e+16, 0.09670221247397319)

Délka, síla, úhel
(273113974446.1322, 188682393037408.78, -0.23361124762003074)

Délka, síla, úhel
(124532167013.80031, 1.3388667736663436e+16, 0.07971215630612172)

Délka, síla, úhel
(56112141119.20671, 1.3913598397995242e+22, 2.3383421884037365)

Délka, síla, úhel
(198279473014.56528, 3346899007257330.0, 2.7751637497140744)

Délka, síla, úhel
(273378395474.76178, 188317569299755.97, 2.900425978327507)

Délka, síla, úhel
(159337020933.19565, 4223574414630024.5, 2.6646931557669844)

Délka, síla, úhel
(107699524360.90347, 5.571944848808706e+22, -0.30908415329720434)

Délka, síla, úhel
(43608244075.04296, 1.0208035097416512e+18, -3.0934257042635185)

Délka, síla, úhel
(124156494726.94095, 1.3469813083748752e+16, -3.0783443981005085)

Délka, síla, úhel
(157730600850.27155, 4310043179400790.5, -0.5016336106725356)

Délka, síla, úhel
(149335097292.467, 3.5562737526088768e+22, 2.934804895862225)

Délka, síla, úhel
(227870153665.47955, 1.6336731568527313e+21, 3.0320426511442222)

Délka, síla, úhel
(55955179168.551476, 1.3991766984172434e+22, -0.8788382017407562)

Délka, síla, úhel
(107658837096.83046, 5.576157230013071e+22, 2.8042796317535514)

Délka, síla, úhel
(149335093421.21432, 3.5562739369893087e+22, -0.20678776067473834)

Délka, síla, úhel
(80555894305.72107, 3.92636248112945e+16, -3.070180480851092)

Délka, síla, úhel
(196239616440.5398, 3416840820883544.0, -0.38525766018117863)

Délka, síla, úhel
(44837790974.9945, 9.655859504327562e+17, 0.1110481923327882)

Délka, síla, úhel
(227870149769.78568, 1.633673212711654e+21, -0.10955000271852422)

Délka, síla, úhel
(81343611073.86127, 3.850686317544189e+16, 0.10174005615251105)

Délka, síla, úhel
(270879829982.4852, 191807632106129.12, -0.25374301162522606)

Délka, síla, úhel
(125371059776.64507, 1.3210092562874754e+16, 0.08558438877496848)

Délka, síla, úhel
(55955181923.9751, 1.3991765606168003e+22, 2.2627545010781094)

Délka, síla, úhel
(196670333379.60104, 3401891136717661.5, 2.743395736789893)

Délka, síla, úhel
(271166932288.76013, 191401688351892.5, 2.880243075996976)

Délka, síla, úhel
(158258463171.67606, 4281339309769528.5, 2.6210109208623846)

Délka, síla, úhel
(107658833315.79117, 5.576157621688687e+22, -0.3373130305697089)

Délka, síla, úhel
(44057666206.20077, 1.0000837660128102e+18, -3.0858395789936477)

Délka, síla, úhel
(124964460568.3564, 1.3296196265663944e+16, -3.0723173625811344)

Délka, síla, úhel
(156526873434.32394, 4376588507084360.0, -0.5452348388306657)

Délka, síla, úhel
(149313276367.4225, 3.55731326972716e+22, 2.9175395417704095)

Délka, síla, úhel
(227859628133.10928, 1.6338240890471443e+21, 3.0229081664551107)

Délka, síla, úhel
(55803045082.94583, 1.4068161606516352e+22, -0.9548453807469246)

Délka, síla, úhel
(107618496281.26874, 5.580338460912921e+22, 2.776029500305555)

Délka, síla, úhel
(149313272196.7104, 3.55731346845738e+22, -0.22405311525667643)

Délka, síla, úhel
(80913015437.59082, 3.891779846193468e+16, -3.064954585148313)

Délka, síla, úhel
(194467000319.4692, 3479415463437191.5, -0.4167740123277706)

Délka, síla, úhel
(45383903246.52664, 9.42487642734263e+17, 0.11696084998662629)

Délka, síla, úhel
(227859623931.54984, 1.6338241493001104e+21, -0.11868448744951456)

Délka, síla, úhel
(81755365232.88298, 3.811996663577897e+16, 0.10660366367937482)

Délka, síla, úhel
(268478104852.67502, 195254689475061.0, -0.27354265822948104)

Délka, síla, úhel
(126273282343.36911, 1.3021994736316344e+16, 0.09112706664405125)

Délka, síla, úhel
(55803047846.08659, 1.4068160213319697e+22, 2.1867473295774)

Délka, síla, úhel
(194934140927.48145, 3462759286948452.5, 2.711793906652724)

Délka, síla, úhel
(268787176718.6982, 194805910364653.34, 2.860387202510553)

Délka, síla, úhel
(157101377761.77847, 4344637525213858.5, 2.577314499185755)

Délka, síla, úhel
(107618492224.63199, 5.580338881610257e+22, -0.3655631634714562)

Délka, síla, úhel
(44545680327.0581, 9.782912336585093e+17, -3.0788727076084506)

Délka, síla, úhel
(125836507202.27332, 1.3112549609676424e+16, -3.066611165193419)

Délka, síla, úhel
(155244991097.36343, 4449163266645547.0, -0.5888312402765759)

Délka, síla, úhel
(149291525324.74768, 3.5583499114141943e+22, 2.9002691455630334)

Délka, síla, úhel
(227849028925.86072, 1.6339760988493861e+21, 3.0137728343902257)

Délka, síla, úhel
(55656645567.935295, 1.4142268867903056e+22, -1.03126104169713)

Délka, síla, úhel
(107578537809.05942, 5.584484700776611e+22, 2.7477582820746345)

Délka, síla, úhel
(149291520854.07968, 3.558350124530133e+22, -0.24132351199040025)

Délka, síla, úhel
(81296010238.36833, 3.855196982890452e+16, -3.0598926414940717)

Délka, síla, úhel
(192569345382.3963, 3548328434843564.0, -0.4480881454561056)

Délka, síla, úhel
(45965329576.44612, 9.187949453606033e+17, 0.12218811116394886)

Délka, síla, úhel
(227849024416.9395, 1.6339761635191347e+21, -0.12781981955761962)

Délka, síla, úhel
(82192176585.9044, 3.771586521647971e+16, 0.11128449149312611)

Délka, síla, úhel
(265913598974.5078, 199038974014466.53, -0.29296932944084264)

Délka, síla, úhel
(127237273497.66049, 1.282542443507861e+16, 0.09632313826682219)

Délka, síla, úhel
(55656648294.47557, 1.4142267482283696e+22, 2.110331676432577)

Délka, síla, úhel
(193072316405.2556, 3529865076098889.0, 2.680386407163762)

Délka, síla, úhel
(266243845516.10416, 198545507838555.38, 2.8408989768627895)

Délka, síla, úhel
(155865995054.03323, 4413781028213922.0, 2.533616520854322)

Délka, síla, úhel
(107578533480.18066, 5.584485150207493e+22, -0.39383438326522424)

Délka, síla, úhel
(45071073120.26287, 9.556163178739094e+17, -3.0725555953923886)

Délka, síla, úhel
(126771109547.00443, 1.2919921408474804e+16, -3.061243786333071)

Délka, síla, úhel
(153885377646.05487, 4528129379130483.0, -0.6324087859715003)

Délka, síla, úhel
(149269850722.06595, 3.5593833608301907e+22, 2.8829937218759376)

Délka, síla, úhel
(227838356930.55768, 1.634129173984599e+21, 3.004636648941208)

Délka, síla, úhel
(55516869649.52536, 1.4213571053397752e+22, -1.1080713784433143)

Délka, síla, úhel
(107538993833.24254, 5.588592482003113e+22, 2.719466163350486)

Délka, síla, úhel
(149269845950.89093, 3.5593835883703363e+22, -0.258598936239449)

Délka, síla, úhel
(81704510607.7816, 3.8167434759714136e+16, -3.055003888374687)

Délka, síla, úhel
(190548504128.83322, 3623990346397580.5, -0.4791693866306821)

Délka, síla, úhel
(46580771216.829544, 8.946764477926423e+17, 0.12671339966132716)

Délka, síla, úhel
(227838352112.66718, 1.6341292430954877e+21, -0.1369560050505955)

Délka, síla, úhel
(82653639547.8995, 3.729589848372794e+16, 0.11577461661951512)

Délka, síla, úhel
(263191866719.29312, 203176882138662.72, -0.3119799382173036)

Délka, síla, úhel
(128261400950.80342, 1.2621428061434202e+16, 0.10115745870659171)

Délka, síla, úhel
(55516872293.030525, 1.4213569699803933e+22, 2.03352134771789)

Délka, síla, úhel
(191086632241.15643, 3603607705531684.0, 2.6492034153723294)

Délka, síla, úhel
(263542406213.1686, 202636747772076.94, 2.8218212319542357)

Délka, síla, úhel
(154552686298.77893, 4489111789581268.0, 2.489930678841027)

Délka, síla, úhel
(107538989235.69594, 5.588592959854264e+22, -0.4221265036601912)

Délka, síla, úhel
(45632586398.14781, 9.322431150740664e+17, -3.0669131912296086)

Délka, síla, úhel
(127766666394.13162, 1.2719361993845662e+16, -3.056231299368647)

Délka, síla, úhel
(152448612307.97665, 4613883086700790.0, -0.6759523167487071)

Délka, síla, úhel
(149248259100.28903, 3.5604133013985983e+22, 2.8657132868987967)

Délka, síla, úhel
(227827613040.54703, 1.6342833020803838e+21, 2.995499604171095)

Délka, síla, úhel
(55384579046.61943, 1.4281552703449563e+22, -1.185259778919699)

Délka, síla, úhel
(107499896240.20781, 5.592658351019532e+22, 2.6911533479142635)

Délka, síla, úhel
